model,family,metric,scope,dataset,device_type,category,n,q05,q50,q95,mode,direction
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,KIT,task,146,5.223253685058615e-13,9.234569327223296e-13,2.753484709661601e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,QuSpin,task,1,3.3521977770348176e-12,3.3521977770348176e-12,3.3521977770348176e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,QuanMag,rest,1,7.45776936557428e-11,7.45776936557428e-11,7.45776936557428e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,device_category,ALL,QuanMag,task,7,2.4002582217985723e-11,5.4994744534273735e-11,2.0258819598174675e-08,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.mean,max_abs_diff.mag.mean,global,ALL,ALL,ALL,13305,4.2360821157102733e-13,9.6972054175984e-13,4.645889769389206e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.grad.median,category,ALL,ALL,rest,2274,1.2464566922013032e-11,1.916042715113808e-11,4.645566101940668e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.grad.median,category,ALL,ALL,task,5190,1.3295361946802364e-11,2.2985949515302855e-11,6.508644942448963e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.grad.median,device_category,ALL,Elekta,rest,2274,1.2464566922013032e-11,1.916042715113808e-11,4.645566101940668e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.grad.median,device_category,ALL,Elekta,task,5190,1.3295361946802364e-11,2.2985949515302855e-11,6.508644942448963e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.grad.median,global,ALL,ALL,ALL,7464,1.293115970205094e-11,2.1368301659357988e-11,5.994448860902054e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,category,ALL,ALL,rest,4264,3.6382044431163364e-13,7.198606402809837e-13,2.1655694056564586e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,category,ALL,ALL,task,9041,3.900400374857657e-13,9.066002614431524e-13,3.64211211103388e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,4D,rest,212,5.623429849489943e-13,8.306935597290207e-13,2.893674416835215e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,4D,task,427,6.316987433358304e-13,9.860289125994404e-13,2.7928475504479518e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,CTF,rest,1777,3.28508092039756e-13,4.863420863948642e-13,1.3451087466087574e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,CTF,task,2735,3.511852863635063e-13,6.233423879061646e-13,2.7021553722882087e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,Elekta,rest,2274,5.70555617183423e-13,9.06362563669362e-13,2.530604724252164e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,Elekta,task,5725,4.77430085483316e-13,1.0317647886233516e-12,4.093584282313656e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,KIT,task,146,4.169793782721026e-13,7.340945342923513e-13,2.3993755387478198e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,QuSpin,task,1,3.3542237997535858e-12,3.3542237997535858e-12,3.3542237997535858e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,QuanMag,rest,1,6.138971275770899e-11,6.138971275770899e-11,6.138971275770899e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,device_category,ALL,QuanMag,task,7,1.8643711401089558e-11,4.512222886998707e-11,4.850552074581178e-10,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.median,max_abs_diff.mag.median,global,ALL,ALL,ALL,13305,3.792815969063876e-13,8.342311216824605e-13,3.180094729215988e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,category,ALL,ALL,rest,2274,1.4850377828487526e-11,2.511963011729568e-11,7.435787064205555e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,category,ALL,ALL,task,5190,1.603915483500834e-11,3.2679646749106395e-11,1.4369846493278438e-10,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,device_category,ALL,Elekta,rest,2274,1.4850377828487526e-11,2.511963011729568e-11,7.435787064205555e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,device_category,ALL,Elekta,task,5190,1.603915483500834e-11,3.2679646749106395e-11,1.4369846493278438e-10,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.grad.q75,global,ALL,ALL,ALL,7464,1.557143778068565e-11,2.954794612111677e-11,1.1809923178285328e-10,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,category,ALL,ALL,rest,4264,4.564354014917945e-13,9.306546961025677e-13,3.2610643135519426e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,category,ALL,ALL,task,9041,4.990410753906438e-13,1.3105822579528165e-12,5.621287072973824e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,4D,rest,212,6.566400296225371e-13,1.1031933423418308e-12,4.498793834207046e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,4D,task,427,7.58647242520439e-13,1.5189517937712338e-12,4.122333778586866e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,CTF,rest,1777,4.187356977001025e-13,6.548779530810015e-13,2.174138213212328e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,CTF,task,2735,4.401485144238384e-13,9.898676388113423e-13,4.518513341267289e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,Elekta,rest,2274,6.598036068786e-13,1.177110383991653e-12,3.712477661442847e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,Elekta,task,5725,5.971836523552265e-13,1.4646993741571773e-12,6.186245179312656e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,KIT,task,146,5.452267631789968e-13,1.1642577906530865e-12,3.69454331494365e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,QuSpin,task,1,3.935710698316219e-12,3.935710698316219e-12,3.935710698316219e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,QuanMag,rest,1,1.0459762223025135e-10,1.0459762223025135e-10,1.0459762223025135e-10,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,device_category,ALL,QuanMag,task,7,3.244767388804748e-11,7.001352969604469e-11,8.329395461553747e-10,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,max_abs_diff.q75,max_abs_diff.mag.q75,global,ALL,ALL,ALL,13305,4.816289944989393e-13,1.1486291518619796e-12,4.862718496097262e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.grad.abs_q95,category,ALL,ALL,rest,2274,5.990953849330239e-11,1.0830286528706878e-10,2.2060049079120056e-10,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.grad.abs_q95,category,ALL,ALL,task,5190,6.772491069687025e-11,1.1779556566282602e-10,1.4948724363916803e-09,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.grad.abs_q95,device_category,ALL,Elekta,rest,2274,5.990953849330239e-11,1.0830286528706878e-10,2.2060049079120056e-10,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.grad.abs_q95,device_category,ALL,Elekta,task,5190,6.772491069687025e-11,1.1779556566282602e-10,1.4948724363916803e-09,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.grad.abs_q95,global,ALL,ALL,ALL,7464,6.531368451287434e-11,1.1457444420298612e-10,1.1122957968567872e-09,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,category,ALL,ALL,rest,4264,2.370302577803761e-12,4.167449360863857e-12,8.687449297266332e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,category,ALL,ALL,task,9041,2.823866390288393e-12,5.098123529237441e-12,5.165758341918458e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,4D,rest,212,3.1523280936539962e-12,5.263041575904319e-12,1.6487361736289197e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,4D,task,427,3.6173260328960218e-12,6.051536940825109e-12,1.1933439470965247e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,CTF,rest,1777,2.1179083725501868e-12,3.454907898398779e-12,6.025413414739721e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,CTF,task,2735,2.639550039044286e-12,4.713802091715899e-12,2.9788463067753536e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,Elekta,rest,2274,2.7366436298071472e-12,4.7161843440973735e-12,9.587247358847076e-12,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,Elekta,task,5725,2.9802855929655897e-12,5.197079268673408e-12,5.7680308689078445e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,KIT,task,146,2.6291605015067018e-12,4.536669076429105e-12,1.0126104642294018e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,QuSpin,task,1,1.5710772613419797e-11,1.5710772613419797e-11,1.5710772613419797e-11,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,QuanMag,rest,1,2.0651263060722507e-10,2.0651263060722507e-10,2.0651263060722507e-10,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,device_category,ALL,QuanMag,task,7,1.5791180918434108e-10,2.6901437605308926e-10,2.692793819314416e-09,lower_is_better,lower is better
lowcost_quota_T5_S2_Stat1_Fr1,ptp_amp.abs_q95,ptp_amp.mag.abs_q95,global,ALL,ALL,ALL,13305,2.654142071054077e-12,4.765496200778707e-12,3.4541443073854295e-11,lower_is_better,lower is better
